Time,[s],,Analyzer,Name,,Decoded,Protocol,Result
0.66718975,I2C,C,(0x43),+,ACK,,,
0.667442,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.6676585,I2C,'255',(0xFF),+,ACK,,,
0.6678745,I2C,'135',(0x87),+,ACK,,,
0.66809075,I2C,'254',(0xFE),+,ACK,,,
0.668307,I2C,'231',(0xE7),+,ACK,,,
0.6685235,I2C,'255',(0xFF),+,ACK,,,
0.66873975,I2C,Y,(0x59),+,NAK,,,
0.66911825,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.6693345,I2C,C,(0x43),+,ACK,,,
0.66958675,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.669803,I2C,'255',(0xFF),+,ACK,,,
0.67001925,I2C,x,(0x78),+,ACK,,,
0.6702355,I2C,'254',(0xFE),+,ACK,,,
0.670452,I2C,'226',(0xE2),+,ACK,,,
0.67066825,I2C,'255',(0xFF),+,ACK,,,
0.6708845,I2C,],(0x5D),+,NAK,,,
0.671263,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.67147925,I2C,C,(0x43),+,ACK,,,
0.67173175,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.671948,I2C,'255',(0xFF),+,ACK,,,
0.67216425,I2C,{,(0x7B),+,ACK,,,
0.6723805,I2C,'254',(0xFE),+,ACK,,,
0.67259675,I2C,'228',(0xE4),+,ACK,,,
0.672813,I2C,'255',(0xFF),+,ACK,,,
0.67302925,I2C,n,(0x6E),+,NAK,,,
0.6734075,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.67362375,I2C,C,(0x43),+,ACK,,,
0.67387625,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.6740925,I2C,'255',(0xFF),+,ACK,,,
0.67430875,I2C,'140',(0x8C),+,ACK,,,
0.674525,I2C,'254',(0xFE),+,ACK,,,
0.6747415,I2C,'234',(0xEA),+,ACK,,,
0.67495775,I2C,'255',(0xFF),+,ACK,,,
0.675174,I2C,c,(0x63),+,NAK,,,
0.6755525,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.675769,I2C,C,(0x43),+,ACK,,,
0.67602125,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.6762375,I2C,'255',(0xFF),+,ACK,,,
0.67645375,I2C,r,(0x72),+,ACK,,,
0.67667,I2C,'254',(0xFE),+,ACK,,,
0.6768865,I2C,'228',(0xE4),+,ACK,,,
0.67710275,I2C,'255',(0xFF),+,ACK,,,
0.677319,I2C,e,(0x65),+,NAK,,,
0.67769725,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.67791375,I2C,C,(0x43),+,ACK,,,
0.678166,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.67838225,I2C,'255',(0xFF),+,ACK,,,
0.6785985,I2C,'132',(0x84),+,ACK,,,
0.67881475,I2C,'254',(0xFE),+,ACK,,,
0.67903125,I2C,'243',(0xF3),+,ACK,,,
0.6792475,I2C,'255',(0xFF),+,ACK,,,
0.67946375,I2C,m,(0x6D),+,NAK,,,
0.67984225,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.6800585,I2C,C,(0x43),+,ACK,,,
0.680311,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.68052725,I2C,'255',(0xFF),+,ACK,,,
0.6807435,I2C,a,(0x61),+,ACK,,,
0.68096,I2C,'254',(0xFE),+,ACK,,,
0.68117625,I2C,'197',(0xC5),+,ACK,,,
0.6813925,I2C,'255',(0xFF),+,ACK,,,
0.68160875,I2C,f,(0x66),+,NAK,,,
0.68198725,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.6822035,I2C,C,(0x43),+,ACK,,,
0.68245575,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.682672,I2C,'255',(0xFF),+,ACK,,,
0.68288825,I2C,'149',(0x95),+,ACK,,,
0.6831045,I2C,'254',(0xFE),+,ACK,,,
0.68332075,I2C,'239',(0xEF),+,ACK,,,
0.683537,I2C,'255',(0xFF),+,ACK,,,
0.68375325,I2C,o,(0x6F),+,NAK,,,
0.68413175,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.68434775,I2C,C,(0x43),+,ACK,,,
0.6846,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.68481625,I2C,'255',(0xFF),+,ACK,,,
0.6850325,I2C,z,(0x7A),+,ACK,,,
0.685249,I2C,'254',(0xFE),+,ACK,,,
0.68546525,I2C,'230',(0xE6),+,ACK,,,
0.68568125,I2C,'255',(0xFF),+,ACK,,,
0.6858975,I2C,e,(0x65),+,NAK,,,
0.686276,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.68649225,I2C,C,(0x43),+,ACK,,,
0.68674475,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.686961,I2C,'255',(0xFF),+,ACK,,,
0.68717725,I2C,[,(0x5B),+,ACK,,,
0.6873935,I2C,'255',(0xFF),+,ACK,,,
0.68760975,I2C,'11',(0x0B),+,ACK,,,
0.687826,I2C,'255',(0xFF),+,ACK,,,
0.688042,I2C,e,(0x65),+,NAK,,,
0.6884205,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.68863675,I2C,C,(0x43),+,ACK,,,
0.688889,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.68910525,I2C,'255',(0xFF),+,ACK,,,
0.6893215,I2C,'131',(0x83),+,ACK,,,
0.68953775,I2C,'254',(0xFE),+,ACK,,,
0.689754,I2C,'246',(0xF6),+,ACK,,,
0.68997025,I2C,'255',(0xFF),+,ACK,,,
0.6901865,I2C,X,(0x58),+,NAK,,,
0.690565,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.69078125,I2C,C,(0x43),+,ACK,,,
0.6910335,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.69124975,I2C,'255',(0xFF),+,ACK,,,
0.691466,I2C,x,(0x78),+,ACK,,,
0.69168225,I2C,'254',(0xFE),+,ACK,,,
0.6918985,I2C,'232',(0xE8),+,ACK,,,
0.69211475,I2C,'255',(0xFF),+,ACK,,,
0.692331,I2C,`,(0x60),+,NAK,,,
0.6927095,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.69292575,I2C,C,(0x43),+,ACK,,,
0.693178,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.69339425,I2C,'255',(0xFF),+,ACK,,,
0.6936105,I2C,y,(0x79),+,ACK,,,
0.69382675,I2C,'254',(0xFE),+,ACK,,,
0.694043,I2C,'218',(0xDA),+,ACK,,,
0.69425925,I2C,'255',(0xFF),+,ACK,,,
0.69447575,I2C,q,(0x71),+,NAK,,,
0.69485425,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.6950705,I2C,C,(0x43),+,ACK,,,
0.69532275,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.695539,I2C,'255',(0xFF),+,ACK,,,
0.69575525,I2C,'132',(0x84),+,ACK,,,
0.6959715,I2C,'254',(0xFE),+,ACK,,,
0.69618775,I2C,'224',(0xE0),+,ACK,,,
0.696404,I2C,'255',(0xFF),+,ACK,,,
0.69662025,I2C,R,(0x52),+,NAK,,,
0.69699875,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.697215,I2C,C,(0x43),+,ACK,,,
0.69746725,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.6976835,I2C,'255',(0xFF),+,ACK,,,
0.69789975,I2C,y,(0x79),+,ACK,,,
0.698116,I2C,'254',(0xFE),+,ACK,,,
0.69833225,I2C,'243',(0xF3),+,ACK,,,
0.6985485,I2C,'255',(0xFF),+,ACK,,,
0.69876475,I2C,[,(0x5B),+,NAK,,,
0.69914325,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.6993595,I2C,C,(0x43),+,ACK,,,
0.69961175,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.699828,I2C,'255',(0xFF),+,ACK,,,
0.7000445,I2C,'142',(0x8E),+,ACK,,,
0.70026075,I2C,'254',(0xFE),+,ACK,,,
0.700477,I2C,'241',(0xF1),+,ACK,,,
0.70069325,I2C,'255',(0xFF),+,ACK,,,
0.7009095,I2C,k,(0x6B),+,NAK,,,
0.701288,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.7015045,I2C,C,(0x43),+,ACK,,,
0.70175675,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.70197325,I2C,'255',(0xFF),+,ACK,,,
0.70218925,I2C,X,(0x58),+,ACK,,,
0.7024055,I2C,'255',(0xFF),+,ACK,,,
0.70262175,I2C,'1',(0x01),+,ACK,,,
0.702838,I2C,'255',(0xFF),+,ACK,,,
0.70305425,I2C,V,(0x56),+,NAK,,,
0.70343275,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.703649,I2C,C,(0x43),+,ACK,,,
0.70390125,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.70411775,I2C,'255',(0xFF),+,ACK,,,
0.704334,I2C,},(0x7D),+,ACK,,,
0.70455025,I2C,'254',(0xFE),+,ACK,,,
0.70476625,I2C,'251',(0xFB),+,ACK,,,
0.70498275,I2C,'255',(0xFF),+,ACK,,,
0.705199,I2C,j,(0x6A),+,NAK,,,
0.70557725,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.7057935,I2C,C,(0x43),+,ACK,,,
0.706046,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.70626225,I2C,'255',(0xFF),+,ACK,,,
0.7064785,I2C,'141',(0x8D),+,ACK,,,
0.7066945,I2C,'254',(0xFE),+,ACK,,,
0.706911,I2C,'242',(0xF2),+,ACK,,,
0.70712725,I2C,'255',(0xFF),+,ACK,,,
0.70734325,I2C,g,(0x67),+,NAK,,,
0.707722,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.707938,I2C,C,(0x43),+,ACK,,,
0.7081905,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.70840675,I2C,'255',(0xFF),+,ACK,,,
0.708623,I2C,=,(0x3D),+,ACK,,,
0.70883925,I2C,'254',(0xFE),+,ACK,,,
0.7090555,I2C,'214',(0xD6),+,ACK,,,
0.70927175,I2C,'255',(0xFF),+,ACK,,,
0.709488,I2C,f,(0x66),+,NAK,,,
0.7098665,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.71008275,I2C,C,(0x43),+,ACK,,,
0.710335,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.71055125,I2C,'255',(0xFF),+,ACK,,,
0.7107675,I2C,_,(0x5F),+,ACK,,,
0.71098375,I2C,'254',(0xFE),+,ACK,,,
0.71120025,I2C,'247',(0xF7),+,ACK,,,
0.7114165,I2C,'255',(0xFF),+,ACK,,,
0.71163275,I2C,l,(0x6C),+,NAK,,,
0.712011,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.7122275,I2C,C,(0x43),+,ACK,,,
0.71247975,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.71269575,I2C,'255',(0xFF),+,ACK,,,
0.712912,I2C,b,(0x62),+,ACK,,,
0.71312825,I2C,'254',(0xFE),+,ACK,,,
0.71334475,I2C,'229',(0xE5),+,ACK,,,
0.71356075,I2C,'255',(0xFF),+,ACK,,,
0.713777,I2C,Y,(0x59),+,NAK,,,
0.7141555,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.71437175,I2C,C,(0x43),+,ACK,,,
0.714624,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.71484025,I2C,'255',(0xFF),+,ACK,,,
0.7150565,I2C,p,(0x70),+,ACK,,,
0.71527275,I2C,'254',(0xFE),+,ACK,,,
0.715489,I2C,'230',(0xE6),+,ACK,,,
0.71570525,I2C,'255',(0xFF),+,ACK,,,
0.7159215,I2C,R,(0x52),+,NAK,,,
0.71629975,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.71651625,I2C,C,(0x43),+,ACK,,,
0.7167685,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.71698475,I2C,'255',(0xFF),+,ACK,,,
0.717201,I2C,'131',(0x83),+,ACK,,,
0.71741725,I2C,'254',(0xFE),+,ACK,,,
0.7176335,I2C,'230',(0xE6),+,ACK,,,
0.71784975,I2C,'255',(0xFF),+,ACK,,,
0.718066,I2C,],(0x5D),+,NAK,,,
0.7184445,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.71866075,I2C,C,(0x43),+,ACK,,,
0.718913,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.71912925,I2C,'255',(0xFF),+,ACK,,,
0.7193455,I2C,e,(0x65),+,ACK,,,
0.71956175,I2C,'254',(0xFE),+,ACK,,,
0.719778,I2C,'242',(0xF2),+,ACK,,,
0.71999425,I2C,'255',(0xFF),+,ACK,,,
0.7202105,I2C,'128',(0x80),+,NAK,,,
0.720589,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.72080525,I2C,C,(0x43),+,ACK,,,
0.7210575,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.72127375,I2C,'255',(0xFF),+,ACK,,,
0.72149,I2C,y,(0x79),+,ACK,,,
0.72170625,I2C,'254',(0xFE),+,ACK,,,
0.7219225,I2C,'217',(0xD9),+,ACK,,,
0.72213875,I2C,'255',(0xFF),+,ACK,,,
0.722355,I2C,\,(0x5C),+,NAK,,,
0.72273375,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.72295,I2C,C,(0x43),+,ACK,,,
0.72320225,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.7234185,I2C,'255',(0xFF),+,ACK,,,
0.72363475,I2C,z,(0x7A),+,ACK,,,
0.723851,I2C,'254',(0xFE),+,ACK,,,
0.72406725,I2C,'241',(0xF1),+,ACK,,,
0.7242835,I2C,'255',(0xFF),+,ACK,,,
0.72449975,I2C,Q,(0x51),+,NAK,,,
0.72487825,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.7250945,I2C,C,(0x43),+,ACK,,,
0.72534675,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.725563,I2C,'255',(0xFF),+,ACK,,,
0.7257795,I2C,f,(0x66),+,ACK,,,
0.7259955,I2C,'254',(0xFE),+,ACK,,,
0.72621175,I2C,'239',(0xEF),+,ACK,,,
0.726428,I2C,'255',(0xFF),+,ACK,,,
0.7266445,I2C,`,(0x60),+,NAK,,,
0.72702275,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.727239,I2C,C,(0x43),+,ACK,,,
0.7274915,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.72770775,I2C,'255',(0xFF),+,ACK,,,
0.727924,I2C,z,(0x7A),+,ACK,,,
0.72814025,I2C,'254',(0xFE),+,ACK,,,
0.7283565,I2C,'228',(0xE4),+,ACK,,,
0.72857275,I2C,'255',(0xFF),+,ACK,,,
0.728789,I2C,t,(0x74),+,NAK,,,
0.7291675,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.72938375,I2C,C,(0x43),+,ACK,,,
0.729636,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.72985225,I2C,'255',(0xFF),+,ACK,,,
0.7300685,I2C,p,(0x70),+,ACK,,,
0.73028475,I2C,'254',(0xFE),+,ACK,,,
0.730501,I2C,'228',(0xE4),+,ACK,,,
0.73071725,I2C,'255',(0xFF),+,ACK,,,
0.7309335,I2C,^,(0x5E),+,NAK,,,
0.731312,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.73152825,I2C,C,(0x43),+,ACK,,,
0.7317805,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.73199675,I2C,'255',(0xFF),+,ACK,,,
0.732213,I2C,'138',(0x8A),+,ACK,,,
0.73242925,I2C,'254',(0xFE),+,ACK,,,
0.73264575,I2C,'211',(0xD3),+,ACK,,,
0.732862,I2C,'255',(0xFF),+,ACK,,,
0.73307825,I2C,[,(0x5B),+,NAK,,,
0.73345675,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.733673,I2C,C,(0x43),+,ACK,,,
0.73392525,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.7341415,I2C,'255',(0xFF),+,ACK,,,
0.73435775,I2C,'127',(0x7F),+,ACK,,,
0.734574,I2C,'254',(0xFE),+,ACK,,,
0.73479025,I2C,'233',(0xE9),+,ACK,,,
0.73500675,I2C,'255',(0xFF),+,ACK,,,
0.735223,I2C,k,(0x6B),+,NAK,,,
0.73560125,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.7358175,I2C,C,(0x43),+,ACK,,,
0.73606975,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.73628625,I2C,'255',(0xFF),+,ACK,,,
0.7365025,I2C,Z,(0x5A),+,ACK,,,
0.7367185,I2C,'254',(0xFE),+,ACK,,,
0.73693475,I2C,'221',(0xDD),+,ACK,,,
0.73715125,I2C,'255',(0xFF),+,ACK,,,
0.7373675,I2C,e,(0x65),+,NAK,,,
0.73774575,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.737962,I2C,C,(0x43),+,ACK,,,
0.73821425,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.73843075,I2C,'255',(0xFF),+,ACK,,,
0.738647,I2C,j,(0x6A),+,ACK,,,
0.73886325,I2C,'254',(0xFE),+,ACK,,,
0.7390795,I2C,'249',(0xF9),+,ACK,,,
0.73929575,I2C,'255',(0xFF),+,ACK,,,
0.739512,I2C,\,(0x5C),+,NAK,,,
0.7398905,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.74010675,I2C,C,(0x43),+,ACK,,,
0.740359,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.74057525,I2C,'255',(0xFF),+,ACK,,,
0.7407915,I2C,'135',(0x87),+,ACK,,,
0.74100775,I2C,'254',(0xFE),+,ACK,,,
0.741224,I2C,'221',(0xDD),+,ACK,,,
0.74144025,I2C,'255',(0xFF),+,ACK,,,
0.7416565,I2C,r,(0x72),+,NAK,,,
0.742035,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.74225125,I2C,C,(0x43),+,ACK,,,
0.74250375,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.74272,I2C,'255',(0xFF),+,ACK,,,
0.74293625,I2C,o,(0x6F),+,ACK,,,
0.7431525,I2C,'254',(0xFE),+,ACK,,,
0.743369,I2C,'238',(0xEE),+,ACK,,,
0.74358525,I2C,'255',(0xFF),+,ACK,,,
0.7438015,I2C,p,(0x70),+,NAK,,,
0.74417975,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.74439625,I2C,C,(0x43),+,ACK,,,
0.7446485,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.74486475,I2C,'255',(0xFF),+,ACK,,,
0.745081,I2C,},(0x7D),+,ACK,,,
0.74529725,I2C,'254',(0xFE),+,ACK,,,
0.74551375,I2C,'211',(0xD3),+,ACK,,,
0.74573,I2C,'255',(0xFF),+,ACK,,,
0.74594625,I2C,],(0x5D),+,NAK,,,
0.74632475,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.746541,I2C,C,(0x43),+,ACK,,,
0.7467935,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.74700975,I2C,'255',(0xFF),+,ACK,,,
0.747226,I2C,'138',(0x8A),+,ACK,,,
0.7474425,I2C,'254',(0xFE),+,ACK,,,
0.74765875,I2C,'219',(0xDB),+,ACK,,,
0.74787525,I2C,'255',(0xFF),+,ACK,,,
0.74809125,I2C,t,(0x74),+,NAK,,,
0.74846975,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.74868625,I2C,C,(0x43),+,ACK,,,
0.7489385,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.74915475,I2C,'255',(0xFF),+,ACK,,,
0.749371,I2C,g,(0x67),+,ACK,,,
0.7495875,I2C,'254',(0xFE),+,ACK,,,
0.74980375,I2C,'216',(0xD8),+,ACK,,,
0.75002,I2C,'255',(0xFF),+,ACK,,,
0.75023625,I2C,m,(0x6D),+,NAK,,,
0.75061475,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.75083125,I2C,C,(0x43),+,ACK,,,
0.7510835,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.75129975,I2C,'255',(0xFF),+,ACK,,,
0.751516,I2C,r,(0x72),+,ACK,,,
0.75173225,I2C,'254',(0xFE),+,ACK,,,
0.7519485,I2C,'235',(0xEB),+,ACK,,,
0.75216475,I2C,'255',(0xFF),+,ACK,,,
0.752381,I2C,z,(0x7A),+,NAK,,,
0.7527595,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.75297575,I2C,C,(0x43),+,ACK,,,
0.753228,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.75344425,I2C,'255',(0xFF),+,ACK,,,
0.7536605,I2C,s,(0x73),+,ACK,,,
0.753877,I2C,'254',(0xFE),+,ACK,,,
0.75409325,I2C,'245',(0xF5),+,ACK,,,
0.7543095,I2C,'255',(0xFF),+,ACK,,,
0.75452575,I2C,b,(0x62),+,NAK,,,
0.75490425,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.7551205,I2C,C,(0x43),+,ACK,,,
0.75537275,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.755589,I2C,'255',(0xFF),+,ACK,,,
0.75580525,I2C,e,(0x65),+,ACK,,,
0.75602175,I2C,'254',(0xFE),+,ACK,,,
0.756238,I2C,'244',(0xF4),+,ACK,,,
0.75645425,I2C,'255',(0xFF),+,ACK,,,
0.7566705,I2C,e,(0x65),+,NAK,,,
0.757049,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.75726525,I2C,C,(0x43),+,ACK,,,
0.75751775,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.757734,I2C,'255',(0xFF),+,ACK,,,
0.75795025,I2C,'129',(0x81),+,ACK,,,
0.7581665,I2C,'254',(0xFE),+,ACK,,,
0.75838275,I2C,'225',(0xE1),+,ACK,,,
0.758599,I2C,'255',(0xFF),+,ACK,,,
0.75881525,I2C,f,(0x66),+,NAK,,,
0.75919375,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.75941,I2C,C,(0x43),+,ACK,,,
0.7596625,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.75987875,I2C,'255',(0xFF),+,ACK,,,
0.760095,I2C,y,(0x79),+,ACK,,,
0.76031125,I2C,'254',(0xFE),+,ACK,,,
0.7605275,I2C,'240',(0xF0),+,ACK,,,
0.76074375,I2C,'255',(0xFF),+,ACK,,,
0.76096025,I2C,n,(0x6E),+,NAK,,,
0.76133875,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.761555,I2C,C,(0x43),+,ACK,,,
0.7618075,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.76202375,I2C,'255',(0xFF),+,ACK,,,
0.76224,I2C,'139',(0x8B),+,ACK,,,
0.7624565,I2C,'254',(0xFE),+,ACK,,,
0.76267275,I2C,'252',(0xFC),+,ACK,,,
0.762889,I2C,'255',(0xFF),+,ACK,,,
0.76310525,I2C,j,(0x6A),+,NAK,,,
0.76348375,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.7637,I2C,C,(0x43),+,ACK,,,
0.76395225,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.76416825,I2C,'255',(0xFF),+,ACK,,,
0.76438475,I2C,W,(0x57),+,ACK,,,
0.764601,I2C,'254',(0xFE),+,ACK,,,
0.764817,I2C,'236',(0xEC),+,ACK,,,
0.76503325,I2C,'255',(0xFF),+,ACK,,,
0.7652495,I2C,Y,(0x59),+,NAK,,,
0.765628,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.765844,I2C,C,(0x43),+,ACK,,,
0.76609625,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.76631275,I2C,'255',(0xFF),+,ACK,,,
0.766529,I2C,j,(0x6A),+,ACK,,,
0.76674525,I2C,'254',(0xFE),+,ACK,,,
0.7669615,I2C,'221',(0xDD),+,ACK,,,
0.76717775,I2C,'255',(0xFF),+,ACK,,,
0.767394,I2C,W,(0x57),+,NAK,,,
0.7677725,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.76798875,I2C,C,(0x43),+,ACK,,,
0.768241,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.76845725,I2C,'255',(0xFF),+,ACK,,,
0.7686735,I2C,~,(0x7E),+,ACK,,,
0.76888975,I2C,'254',(0xFE),+,ACK,,,
0.769106,I2C,'230',(0xE6),+,ACK,,,
0.7693225,I2C,'255',(0xFF),+,ACK,,,
0.769539,I2C,O,(0x4F),+,NAK,,,
0.7699175,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.77013375,I2C,C,(0x43),+,ACK,,,
0.770386,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.77060225,I2C,'255',(0xFF),+,ACK,,,
0.7708185,I2C,`,(0x60),+,ACK,,,
0.77103475,I2C,'254',(0xFE),+,ACK,,,
0.771251,I2C,'230',(0xE6),+,ACK,,,
0.7714675,I2C,'255',(0xFF),+,ACK,,,
0.77168375,I2C,a,(0x61),+,NAK,,,
0.772062,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.77227825,I2C,C,(0x43),+,ACK,,,
0.7725305,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.772747,I2C,'255',(0xFF),+,ACK,,,
0.77296325,I2C,'128',(0x80),+,ACK,,,
0.7731795,I2C,'254',(0xFE),+,ACK,,,
0.77339575,I2C,'255',(0xFF),+,ACK,,,
0.773612,I2C,'255',(0xFF),+,ACK,,,
0.77382825,I2C,b,(0x62),+,NAK,,,
0.7742065,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.77442275,I2C,C,(0x43),+,ACK,,,
0.77467525,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.77489125,I2C,'255',(0xFF),+,ACK,,,
0.7751075,I2C,'128',(0x80),+,ACK,,,
0.77532375,I2C,'254',(0xFE),+,ACK,,,
0.77554,I2C,'254',(0xFE),+,ACK,,,
0.77575625,I2C,'255',(0xFF),+,ACK,,,
0.7759725,I2C,i,(0x69),+,NAK,,,
0.77635075,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.776567,I2C,C,(0x43),+,ACK,,,
0.77681925,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.7770355,I2C,'255',(0xFF),+,ACK,,,
0.77725175,I2C,'133',(0x85),+,ACK,,,
0.77746825,I2C,'254',(0xFE),+,ACK,,,
0.7776845,I2C,'230',(0xE6),+,ACK,,,
0.77790075,I2C,'255',(0xFF),+,ACK,,,
0.778117,I2C,`,(0x60),+,NAK,,,
0.7784955,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.77871175,I2C,C,(0x43),+,ACK,,,
0.778964,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.77918025,I2C,'255',(0xFF),+,ACK,,,
0.7793965,I2C,w,(0x77),+,ACK,,,
0.77961275,I2C,'254',(0xFE),+,ACK,,,
0.77982925,I2C,'214',(0xD6),+,ACK,,,
0.7800455,I2C,'255',(0xFF),+,ACK,,,
0.78026175,I2C,^,(0x5E),+,NAK,,,
0.78064,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.7808565,I2C,C,(0x43),+,ACK,,,
0.78110875,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.781325,I2C,'255',(0xFF),+,ACK,,,
0.78154125,I2C,|,(0x7C),+,ACK,,,
0.7817575,I2C,'254',(0xFE),+,ACK,,,
0.78197375,I2C,'218',(0xDA),+,ACK,,,
0.78219,I2C,'255',(0xFF),+,ACK,,,
0.78240625,I2C,l,(0x6C),+,NAK,,,
